StockCode,Description,CompletedRevenue,TotalQuantitySold,TotalInvoices,TotalCustomers,AverageInvoiceValue
23442,12 HANGING EGGS HAND PAINTED,87.36,42,7,7,12.48
90180A,BLACK+WHITE NECKLACE W TASSEL,87.35,13,5,5,17.47
21420,OYSTER TRINKET BOX,87.12,48,13,12,6.7
20774,GREEN FERN NOTEBOOK,85.8,52,22,21,3.9
75172,PAINTED SEA SHELL METAL WINDCHIME,85.31,93,8,8,10.66
90200C,BLUE SWEETHEART BRACELET,85.0,20,6,6,14.17
90120B,BLUE MURANO TWIST BRACELET,85.0,20,5,5,17.0
21032,SPACE CADET WHITE,84.88,65,15,13,5.66
84527,FLAMES SUNGLASSES PINK LENSES,84.45,47,6,6,14.07
35933,PINK STOCKING CHRISTMAS DECORATION,84.36,222,16,15,5.27
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,84.15,17,5,3,16.83
23456,MEDIUM PARLOUR FRAME ,84.1,22,2,2,42.05
16169K,WRAP FOLK ART,84.0,200,8,8,10.5
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",83.75,67,14,13,5.98
35920,FOUR RABBIT EASTER DECORATIONS,83.75,67,11,11,7.61
84531B,BLUE KNITTED EGG COSY,83.46,150,25,24,3.34
90123A,PINK HEART OF GLASS BRACELET,83.3,14,8,8,10.41
21003,ROSE DU SUD CUSHION COVER,82.55,13,6,6,13.76
35638A,PINK AND BLACK STRING CURTAIN,82.1,38,5,5,16.42
16049,TEATIME GEL PENS ASST,82.08,504,5,5,16.42
21349,IVY HEART WREATH,81.0,12,7,7,11.57
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,80.85,75,22,19,3.68
35915C,PEACH KNITTED HEN ,80.85,49,8,8,10.11
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,80.75,14,4,4,20.19
21095,SET/6 POSIES PAPER PLATES,80.75,95,9,9,8.97
90175C,BLUE GLASS CHUNKY CHARM BRACELET,80.55,9,6,6,13.42
90175A,WHITE GLASS CHUNKY CHARM BRACELET,80.55,9,8,6,10.07
23370,SET 36 COLOUR PENCILS DOILEY,80.0,64,3,3,26.67
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,79.8,38,5,5,15.96
90162B,ANT SILVER LIME GREEN BOUDICCA RING,79.65,27,10,7,7.97
90014A,SILVER/MOP ORBIT NECKLACE,79.6,8,7,5,11.37
90014B,GOLD M PEARL  ORBIT NECKLACE,79.6,8,6,5,13.27
20821,GOLDIE LOOKING MIRROR,79.2,16,5,5,15.84
23464,VINTAGE ZINC WATERING CAN SMALL,79.2,16,6,6,13.2
84984B,RED PEONY CUSHION COVER ,79.05,17,5,4,15.81
84507B,STRIPES DESIGN MONKEY DOLL,79.05,31,14,10,5.65
84847,FLORAL BATHROOM SET,78.75,21,11,9,7.16
84685,BEACH HUT KEY CABINET,78.75,21,9,6,8.75
85131C,BEADED CRYSTAL HEART BLUE ON STICK,78.71,73,11,5,7.16
23497,CLASSIC CROME BICYCLE BELL ,77.4,60,2,2,38.7
90123C,GREEN HEART OF GLASS BRACELET,77.35,13,5,5,15.47
22887,NUMBER TILE VINTAGE FONT 8,77.14,66,11,8,7.01
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,76.5,9,8,6,9.56
20657,TROPICAL LUGGAGE TAG,76.39,61,22,20,3.47
20941,FROG CANDLE,76.25,61,17,13,4.49
90170,DAISY HAIR BAND,75.9,46,6,6,12.65
21372,MIRRORED WALL ART TABLE LAMP,75.73,67,25,18,3.03
23467,VINTAGE ZINC PLANTER  ,75.67,23,5,5,15.13
79403,FROSTED WHITE BASE ,75.65,89,11,9,6.88
20798,CLEAR MILKSHAKE GLASS,75.6,36,5,5,15.12
84870B,BLUE GEISHA GIRL ,75.0,20,10,9,7.5
23061,VINTAGE ENGRAVED HEART,75.0,60,4,4,18.75
85096,HILDA CANDY SPOT RABBIT,75.0,20,11,10,6.82
84870C,GREEN GEISHA GIRL ,75.0,20,10,10,7.5
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",74.85,3,2,2,37.42
23068,ALUMINIUM HEART,74.7,30,6,6,12.45
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,74.7,18,5,5,14.94
20997,ROSE DU SUD CUSHION COVER ,74.25,15,5,4,14.85
90081A,LILY BROOCH AMETHYST COLOUR,74.25,15,8,7,9.28
46776B,WOVEN BERRIES CUSHION COVER ,74.25,15,7,6,10.61
90030C,BROWN KUKUI COCONUT SEED NECKLACE,74.0,74,8,8,9.25
20699,MOUSEY LONG LEGS SOFT TOY,73.95,29,11,11,6.72
20898,VINTAGE NOTEBOOK TRAVELOGUE,73.75,25,4,4,18.44
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,73.75,25,9,9,8.19
20622,VIP PASSPORT COVER ,73.5,35,11,8,6.68
17084P,DRAGONS BLOOD INCENSE,73.29,349,13,12,5.64
22416,SET OF 36 SPACEBOY PAPER DOILIES,72.5,50,7,7,10.36
72801D,4 SKY BLUE DINNER CANDLES,72.5,58,12,10,6.04
90018A,SILVER M.O.P ORBIT DROP EARRINGS,72.25,17,9,8,8.03
46000P,POLYESTER FILLER PAD 65CMx65CM,72.25,17,5,5,14.45
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,72.0,72,7,7,10.29
84927E,FLOWERS TILE HOOK,71.82,57,11,10,6.53
84531A,PINK KNITTED EGG COSY,71.76,140,25,24,2.87
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,71.7,6,6,6,11.95
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,71.6,8,4,4,17.9
90098,NECKLACE+BRACELET PINK BUTTERFLY,71.4,28,9,9,7.93
22888,NUMBER TILE VINTAGE FONT 9 ,71.29,63,8,7,8.91
20933,YELLOW POT PLANT CANDLE,71.05,23,9,9,7.89
21100,CHARLIE AND LOLA CHARLOTTE BAG,70.95,43,8,7,8.87
47589,CONGRATULATIONS BUNTING,70.85,13,3,3,23.62
51020B,STRIPY DESIGN SHOWER CAP,70.57,197,15,13,4.7
90164A,PINK ROSEBUD PEARL BRACELET,70.35,19,6,6,11.72
84661C,PINK SQUARE TABLE CLOCK,70.1,62,5,5,14.02
16161G,WRAP BAD HAIR DAY,70.0,700,22,22,3.18
84881,BLUE WIRE SPIRAL CANDLE HOLDER,69.85,11,5,5,13.97
81952V,ROUND PURPLE CLOCK WITH SUCKER,69.73,367,24,22,2.91
90124C,GREEN MURANO TWIST NECKLACE,69.65,7,4,4,17.41
22879,NUMBER TILE VINTAGE FONT 0,69.34,62,8,6,8.67
85197,SET OF 12 MINI BUNNIES IN A BUCKET,69.3,33,18,18,3.85
46776E,WOVEN CANDY CUSHION COVER ,69.3,14,5,5,13.86
46776A,WOVEN BUBBLE GUM CUSHION COVER,69.3,14,6,6,11.55
90158,ST TROPEZ NECKLACE,69.3,14,6,6,11.55
23040,PAPER LANTERN 9 POINT SNOW STAR,69.0,12,4,4,17.25
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",68.84,160,13,12,5.3
72801G,4 BURGUNDY WINE DINNER CANDLES,68.75,55,11,9,6.25
84231,EASTER BUNNY WITH BASKET ON BACK,68.25,105,18,13,3.79
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,68.06,86,6,6,11.34
90151,SILVER/NATURAL SHELL NECKLACE,68.0,8,4,2,17.0
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,68.0,8,5,5,13.6
84247K,"FOLK ART GREETING CARD,pack/12",67.85,23,9,7,7.54
17014A,ORIGAMI VANILLA INCENSE CONES,67.83,154,7,7,9.69
85049B,LUSH GREENS RIBBONS,67.5,54,13,13,5.19
90003D,CRYSTAL PAIR HEART HAIR SLIDES,67.5,18,7,7,9.64
35921,EASTER BUNNY HANGING GARLAND,67.5,54,11,9,6.14
72811,SMALL ZINC/GLASS CANDLEHOLDER,67.25,49,6,6,11.21
90108,BLUE BLOSSOM HAIR CLIP,67.2,64,6,6,11.2
35819P,"ACRYLIC HANGING JEWEL,PINK",66.55,95,7,7,9.51
84686,BEACH HUT MIRROR,66.39,49,8,7,8.3
90164B,WHITE  ROSEBUD PEARL BRACELET,65.7,28,7,7,9.39
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,65.45,11,6,6,10.91
84906,PINK B'FLY C/COVER W BOBBLES,65.45,11,6,6,10.91
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,65.4,74,5,3,13.08
84247N,PACK/12 BLUE FOLKART CARDS,64.9,22,18,16,3.61
23235,BISCUIT TIN VINTAGE LEAF,64.56,24,3,3,21.52
22285,"DECORATION HEN ON NEST, HANGING",64.35,39,3,3,21.45
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,64.35,13,4,4,16.09
90206C,CRYSTAL DIAMANTE STAR BROOCH,64.35,13,7,6,9.19
23253,16 PC CUTLERY SET PANTRY DESIGN,63.8,4,1,1,63.8
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,63.75,75,9,9,7.08
85188B,PINK METAL SWINGING BUNNY,63.75,75,8,8,7.97
84875D,BLUE SQUARE COMPACT MIRROR,63.75,51,8,8,7.97
90146,FINE SILVER NECKLACE W PASTEL FLOWE,63.75,13,3,3,21.25
21692,SILVER LATTICE VANILLA CANDLE POT,63.75,17,7,7,9.11
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,63.3,73,3,2,21.1
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",63.28,162,5,5,12.66
22145,CHRISTMAS CRAFT HEART STOCKING ,63.0,30,1,1,63.0
84452,METAL RABBIT LADDER EASTER ,62.9,74,16,14,3.93
47591B,SCOTTIES CHILDRENS APRON,62.7,38,10,9,6.27
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,62.65,7,5,5,12.53
90010B,BLACK/WHITE GLASS/SILVER BRACELET,62.65,7,3,3,20.88
84859B,BLUE DISCO HANDBAG,62.63,31,10,10,6.26
35637C,PINK STRING CURTAIN WITH POLE,62.6,28,7,7,8.94
22407,MONEY BOX FIRST ADE DESIGN,62.5,50,12,10,5.21
40046A,RED DAISY PAPER LAMPSHADE,62.5,50,6,6,10.42
84760S,SMALL HANGING GLASS+ZINC LANTERN,62.35,43,8,8,7.79
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,62.15,80,6,6,10.36
21087,SET/6 POSIES PAPER CUPS,62.12,126,10,10,6.21
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,61.95,21,6,6,10.32
20848,ZINC HEART LATTICE CHARGER SMALL,61.95,21,8,7,7.74
71496A,A4 WALL TIDY BLUE OFFICE,61.86,114,5,5,12.37
16151A,FLOWERS HANDBAG blue and orange,61.25,49,3,3,20.42
23541,"WALL ART ,PUDDINGS ",61.2,8,2,2,30.6
84985A,SET OF 72 GREEN PAPER DOILIES,60.9,42,18,15,3.38
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,60.9,42,12,12,5.08
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,60.84,36,2,1,30.42
84984D,ORIENTAL RED CUSHION COVER ,60.45,13,4,3,15.11
37479B,CUBIC MUG FLOCK BLUE ON BROWN,60.33,127,17,16,3.55
37467,PIG MUG IN TWO COLOUR DESIGNS,60.04,128,11,11,5.46
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,60.0,16,3,3,20.0
82011A,"BATHROOM SCALES, TROPICAL BEACH",60.0,16,10,8,6.0
90173,PAIR BUTTERFLY HAIR CLIPS,60.0,16,3,3,20.0
46126A,ELVIS WALLHANGING / CURTAIN,60.0,48,6,5,10.0
90124A,PINK MURANO TWIST NECKLACE,59.7,6,4,4,14.92
84910A,PINK PAISLEY CUSHION COVER ,59.5,10,6,6,9.92
84905,PINK BUTTERFLY CUSHION COVER ,59.4,12,2,2,29.7
23325,RUSTIC STRAWBERRY JAMPOT SMALL,59.4,36,3,3,19.8
23537,I LOVE LONDON WALL ART,59.4,12,2,2,29.7
46776D,WOVEN SUNSET CUSHION COVER ,59.4,12,3,3,19.8
21910,WAY OUT METAL SIGN ,59.4,36,8,8,7.42
79071B,ENGLISH ROSE METAL WASTE BIN,59.0,20,11,10,5.36
90183A,AMBER DROP EARRINGS W LONG BEADS,59.0,20,5,5,11.8
21946,PARTY TIME DESIGN FLANNEL,58.9,72,11,8,5.35
90166,PINK & WHITE ROSEBUD RING,58.9,14,8,4,7.36
79030D,"TUMBLER, BAROQUE",58.86,54,5,5,11.77
20760,GARDEN PATH POCKET BOOK,58.65,69,21,18,2.79
90210B,CLEAR ACRYLIC FACETED BANGLE,58.6,40,6,6,9.77
71495B,CD WALL TIDY RED FLOWERS,58.56,160,5,4,11.71
23306,SET OF 36 PANTRY PAPER DOILIES,58.02,39,14,14,4.14
79051A,SMOKEY GREY COLOUR GLASS,58.0,200,11,10,5.27
71406C,BLACK ORANGE SQUEEZER,57.96,138,21,13,2.76
84466,TOP SECRET PEN SET,57.5,46,10,8,5.75
84597C,RETRO PINK BALL ASHTRAY ,57.5,46,13,11,4.42
85006,SET 4 NURSERY DES ROUND BOXES,57.25,55,9,9,6.36
37479P,CUBIC MUG FLOCK PINK ON BROWN,57.18,130,20,15,2.86
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,56.95,17,8,8,7.12
16046,TEATIME PEN CASE & PENS,56.95,67,13,13,4.38
44236,PINK/PURPLE CIRCLE CURTAIN,56.52,52,6,6,9.42
47341B,BLUE TABLE RUN FLOWER,56.25,45,11,11,5.11
84874B,BLUE TRAVEL FIRST AID KIT,56.1,34,7,7,8.01
85008,SET OF 3 CONEY ISLAND OVAL BOXES,55.95,12,7,7,7.99
90214A,"LETTER ""A"" BLING KEY RING",55.71,63,14,5,3.98
84679,CLASSICAL ROSE TABLE LAMP,55.7,6,2,2,27.85
21777,RECIPE BOX WITH METAL HEART,55.65,7,3,3,18.55
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",55.65,7,5,4,11.13
90185B,AMETHYST DIAMANTE EXPANDABLE RING,55.25,13,3,3,18.42
21002,ROSE DU SUD DRAWSTRING BAG,55.25,13,5,5,11.05
21722,SWEET PUDDING STICKER SHEET,55.25,65,15,13,3.68
84750B,BLACK SMALL GLASS CAKE STAND,54.99,61,12,12,4.58
20835,FRENCH LATTICE CUSHION COVER ,54.78,66,7,7,7.83
72132,COLUMBIAN CUBE CANDLE,54.6,28,12,9,4.55
90081C,LILY BROOCH OLIVE COLOUR,54.45,11,6,6,9.08
46776C,WOVEN FROST CUSHION COVER,54.45,11,6,6,9.08
20759,CHRYSANTHEMUM POCKET BOOK ,54.4,64,20,17,2.72
37333,"RETRO ""TEA FOR ONE"" ",54.3,14,11,9,4.94
20869,GOLD FABRIC MIRROR,54.21,139,17,17,3.19
79323B,BLACK CHERRY LIGHTS,54.0,8,1,1,54.0
90065A,WHITE VINTAGE CRYSTAL BRACELET,54.0,8,3,3,18.0
20793,BLUE TILED TRAY,54.0,8,4,4,13.5
23389,SPACEBOY MINI RUCKSACK,53.95,13,4,4,13.49
84927A,WAKE UP COCKEREL TILE HOOK,53.85,46,14,12,3.85
82095,HEART BUTTONS JEWELLERY BOX,53.55,7,4,4,13.39
20756,GREEN FERN POCKET BOOK,53.55,63,22,20,2.43
47586A,PINK FAIRY CAKE CUSHION COVER,53.55,21,8,7,6.69
20851,ZINC HEART LATTICE TRAY OVAL ,53.55,9,7,5,7.65
35968,FOLK ART METAL HEART T-LIGHT HOLDER,52.76,145,18,14,2.93
84842,HELLO SAILOR BATHROOM SET,52.5,14,9,8,5.83
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,52.5,38,3,3,17.5
90039D,FIRE POLISHED GLASS BRACELET GREEN,52.5,14,2,2,26.25
90176D,DIAMANTE NECKLACE PURPLE,52.5,7,4,4,13.12
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,52.5,30,3,3,17.5
23035,DOORKNOB CERAMIC IVORY,52.2,36,1,1,52.2
23196,RETO LEAVES MAGNETIC SHOPPING LIST,52.2,36,3,3,17.4
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,52.05,59,3,3,17.35
35649,VINTAGE BEAD COSMETIC BAG ,51.82,16,6,5,8.64
85028S,FRENCH CHATEAU SMALL FRUITBOWL,51.6,24,8,8,6.45
84597B,RETRO BROWN BALL ASHTRAY ,51.25,41,5,3,10.25
21031,SPACE CADET BLACK,51.21,40,10,9,5.12
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,51.0,20,13,12,3.92
90194,SILVER LARIAT BLACK STONE EARRINGS,51.0,12,6,6,8.5
90196B,BLACK GEMSTONE NECKLACE 45CM,51.0,4,4,4,12.75
22184,CAKE STAND VICTORIAN FILIGREE LARGE,51.0,6,3,3,17.0
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,50.85,3,3,3,16.95
90199A,5 STRAND GLASS NECKLACE BLACK,50.8,8,3,3,16.93
20910,VINTAGE PHOTO ALBUM PARIS DAYS,50.8,8,3,2,16.93
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,50.8,8,4,4,12.7
21460,GREEN EASTER EGG HUNT START POST,50.7,26,9,9,5.63
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,50.4,24,2,2,25.2
47348A,FUSCHIA VOILE POINTY SHOE DEC,50.31,97,15,11,3.35
44242B,PINK FEATHERS CURTAIN,50.28,52,3,3,16.76
35265,COLOURFUL FLOWER FRUIT BOWL,50.25,16,11,11,4.57
90129C,GREEN GLASS TASSLE BAG CHARM,50.15,17,6,6,8.36
90177D,DROP DIAMANTE EARRINGS PURPLE,50.15,17,6,5,8.36
72812,LARGE ZINC GLASS CANDLEHOLDER,49.98,18,4,3,12.5
90086,CRYSTAL FROG PHONE CHARM,49.93,85,11,5,4.54
23197,VEGETABLE MAGNETIC  SHOPPING LIST,49.8,36,3,3,16.6
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,49.5,10,4,4,12.38
23015,CORDIAL JUG,49.5,6,2,2,24.75
21816,CHRISTMAS TREE T-LIGHT HOLDER,49.3,34,7,6,7.04
84497,BUTTONS AND STRIPES NOTEBOOK ,48.75,13,7,7,6.96
72133,COLUMBIAN CANDLE RECTANGLE,48.75,39,13,11,3.75
20697,LITTLE GREEN MONSTER SOFT TOY,48.45,19,9,8,5.38
21720,CAKE SHOP  STICKER SHEET,48.45,57,8,8,6.06
21943,CAKES AND RABBITS DESIGN FLANNEL ,48.45,57,10,7,4.84
84402B,PURPLE DRESS JEWELLERY STAND,48.19,61,3,3,16.06
90031,BILI NUT AND WOOD NECKLACE,48.0,48,5,5,9.6
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",47.7,6,2,2,23.85
90036A,FLOWER GARLAND NECKLACE RED,47.7,6,4,3,11.92
90070,RUBY GLASS CLUSTER BRACELET,47.6,8,3,3,15.87
90123B,TURQUOISE HEART OF GLASS BRACELET,47.6,8,4,4,11.9
23539,"WALL ART , LOVES' SECRET ",47.6,8,2,2,23.8
17084J,LOVE POTION MASALA INCENSE,47.25,225,8,8,5.91
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",47.25,7,4,4,11.81
84706F,RED PEONY TABLE CLOCK,47.2,16,10,9,4.72
84086B,YELLOW/BLUE RETRO RADIO,47.2,16,7,3,6.74
90129F,RED GLASS TASSLE BAG CHARM,47.2,16,5,5,9.44
84715,SET OF 6 ICE CREAM SKITTLES,47.2,16,3,3,15.73
72134,COLUMBIAN  CUBE CANDLE ,47.18,98,8,6,5.9
84857B,BLUE MONTE CARLO HANDBAG,46.8,24,1,1,46.8
84750A,PINK SMALL GLASS CAKE STAND,46.8,24,1,1,46.8
84549,CROCHET WHITE RABBIT KEYRING ,46.35,31,3,3,15.45
35833P,4 PINK FLOCK CHRISTMAS BALLS,46.25,37,11,8,4.2
23107,WHITE WIRE PLANT POT HOLDER,46.24,16,2,2,23.12
84801B,WHITE HYDRANGEA ART FLOWER,46.2,22,3,3,15.4
85160B,BLACK BIRD GARDEN DESIGN MUG,46.11,105,15,15,3.07
23047,PAPER LANTERN 5 POINT STUDDED STAR,46.0,8,4,4,11.5
35916C,PINK FELT HANGING HEART W FLOWER,45.9,54,5,5,9.18
85031A,ROMANTIC IMAGES SCRAP BOOK SET,45.9,16,7,7,6.56
21089,SET/6 GREEN SPRING PAPER CUPS,45.73,231,24,23,1.91
84247L,FAWN AND MUSHROOM GREETING CARD,45.36,108,8,8,5.67
90155,RESIN NECKLACE W PASTEL BEADS,45.0,6,4,4,11.25
21413,PERIWINKLE T-LIGHT HOLDER,45.0,36,10,8,4.5
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,45.0,12,5,5,9.0
21847,GREEN  DIAMANTE PEN IN GIFT BOX,44.55,9,5,5,8.91
90161A,ANT COPPER RED BOUDICCA BRACELET,44.55,9,6,6,7.43
90142D,MOP PENDANT SHELL NECKLACE,44.55,9,3,3,14.85
90133,TEAL/FUSCHIA COL BEAD NECKLACE,44.55,9,3,3,14.85
85185D,FROG SOCK PUPPET,44.25,15,8,7,5.53
20653,CHERRY BLOSSOM LUGGAGE TAG,43.67,33,6,5,7.28
47344B,BLUE FLOWER DES PURSE,43.66,44,6,6,7.28
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",43.65,235,14,13,3.12
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,43.15,43,12,8,3.6
90035A,"PEARL & SHELL 42""NECKL. GREEN",43.0,4,2,1,21.5
79144B,PAINTED LIGHTBULB STAR+ MOON,42.96,108,15,14,2.86
22987,WRAP SUMMER ROSE DESIGN,42.0,100,4,4,10.5
23231,WRAP  VINTAGE DOILEY ,42.0,100,2,2,21.0
17084A,TRANQUILITY MASALA INCENSE,42.0,200,7,7,6.0
16156L,"WRAP, CAROUSEL",42.0,100,4,4,10.5
90050,CRACKED GLAZE NECKLACE IVORY,41.7,6,2,2,20.85
90051,CRACKED GLAZE NECKLACE RED,41.7,6,3,3,13.9
23045,PAPER LANTERN 5 POINT STAR MOON 30,41.5,10,5,5,8.3
15030,FAN BLACK FRAME ,41.47,143,12,11,3.46
85089,CANDY SPOT BUNNY,41.3,14,5,5,8.26
90162C,ANT SILVER FUSCHIA BOUDICCA RING,41.3,14,7,3,5.9
75013B,"STRING OF 8 BUTTERFLIES,PINK",41.25,25,6,6,6.87
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,41.25,11,6,6,6.88
90013C,GREEN VINTAGE EARRINGS ,41.25,11,4,4,10.31
84921,CREAM AND PINK FLOWERS PONY ,41.25,11,5,5,8.25
23448,CREAM BUNNY EASTER EGG BASKET,41.25,25,3,3,13.75
20662,FIRST CLASS HOLIDAY PURSE ,40.97,11,5,4,8.19
84673A,PINK FLY SWAT,40.95,63,25,21,1.64
23148,MINITURE ANTIQUE ROSE HOOK IVORY,40.8,48,4,4,10.2
90174,BUTTERFLY HAIR BAND,40.8,16,4,4,10.2
20698,LITTLE PINK MONSTER SOFT TOY,40.8,16,7,7,5.83
10120,DOGGY RUBBER,40.53,193,29,25,1.4
85092,CANDY SPOT TEA COSY,40.05,27,2,2,20.02
90214C,"LETTER ""C"" BLING KEY RING",40.04,52,9,7,4.45
23462,ROCOCO WALL MIROR,39.9,2,1,1,39.9
90124B,BLUE MURANO TWIST NECKLACE,39.8,4,3,3,13.27
84927D,LA PALMIERA TILE HOOK,39.78,45,11,9,3.62
84725,FREESTYLE CANVAS ART PICTURE,39.65,41,18,16,2.2
90122A,PINK CRYSTAL+GLASS BRACELET,39.6,8,3,3,13.2
22972,CHILDRENS SPACEBOY MUG,39.6,24,2,2,19.8
84575A,PINK DOG CANNISTER,39.3,14,4,4,9.82
21307,SET/4 BUTTERFLY MIRROR MAGNETS,39.2,79,13,11,3.02
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,39.15,27,6,6,6.52
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,39.1,46,5,5,7.82
35910A,MULTICOLOUR EASTER RABBIT ,39.0,20,4,4,9.75
47341A,FUSCHIA TABLE RUN FLOWER ,38.75,27,5,5,7.75
84751B,BLACK MEDIUM GLASS CAKE STAND,38.69,19,8,8,4.84
21393,BLUE POLKADOT PUDDING BOWL,38.67,29,7,7,5.52
47420,ASSORTED COLOUR SUCTION CUP HOOK,38.38,202,13,11,2.95
90177C,DROP DIAMANTE EARRINGS CRYSTAL,38.35,13,3,3,12.78
16207A,PINK STRAWBERRY HANDBAG ,38.35,13,5,4,7.67
84925D,LA PALMIERA WALL THERMOMETER,38.25,15,10,8,3.82
85086A,CANDY SPOT HEART DECORATION,38.25,45,8,8,4.78
90101,WHITE FRANGIPANI NECKLACE,38.25,15,4,3,9.56
84617,NEW BAROQUE BLACK BOXES,38.25,3,3,3,12.75
84907,PINK YELLOW PATCH CUSHION COVER,38.25,5,3,3,12.75
21392,RED POLKADOT PUDDING BOWL,38.13,32,6,5,6.36
23038,T-LIGHT HOLDER SILVER SAUCER,38.03,41,6,4,6.34
81952B,ROUND BLUE CLOCK WITH SUCKER,38.0,200,9,9,4.22
84033,FLAG OF ST GEORGE ,37.95,23,7,7,5.42
84809B,PINK CHRYSANTHEMUMS ART FLOWER,37.8,18,1,1,37.8
90072,RUBY DROP CHANDELIER EARRINGS,37.5,10,3,2,12.5
90002D,FLOWER BURST SILVER RING CRYSTAL,37.5,10,6,5,6.25
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,37.5,6,3,3,12.5
20700,GREEN CAT FLORAL CUSHION COVER ,37.5,10,4,4,9.38
72709,IVORY SCULPTED RND CANDLE ,37.4,44,7,4,5.34
22837,HOT WATER BOTTLE BABUSHKA LARGE,37.2,8,1,1,37.2
71510,SQUARE METAL CANDLEHOLDER BASE,36.52,52,8,5,4.56
17090D,VANILLA INCENSE 40 CONES IN TIN,36.25,29,12,6,3.02
90210A,GREY ACRYLIC FACETED BANGLE,35.9,26,3,3,11.97
85216,ASSORTED CAKES FRIDGE MAGNETS,35.75,55,8,6,4.47
35911B,PINK/FLOWER RABBIT EGG WARMER ,35.7,17,4,4,8.93
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,35.7,14,3,3,11.9
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,35.7,6,4,4,8.93
90012B,BLACK DROP CRYSTAL NECKLACE,35.4,12,2,2,17.7
90202D,PINK ENAMEL FLOWER HAIR TIE,35.4,12,2,2,17.7
90186B,CRYSTAL HOOP EARRING FLORAL LEAF,35.4,12,6,6,5.9
20661,BLUE POLKADOT PURSE ,35.07,9,5,3,7.01
72369A,PINK CLEAR GLASS CANDLE PLATE,35.0,28,3,3,11.67
79063D,"RETRO PILL BOX , REVOLUTIONARY",34.91,189,10,9,3.49
23196,LEAVES MAGNETIC  SHOPPING LIST,34.8,24,2,2,17.4
90049,IVORY GOLD METAL BAG CHARM,34.77,5,3,2,11.59
90214K,"LETTER ""K"" BLING KEY RING",34.75,47,12,6,2.9
90157,RIVIERA NECKLACE,34.65,7,2,2,17.32
71495A,CD WALL TIDY BLUE OFFICE,34.56,96,2,2,17.28
84226,HEN HOUSE W FAMILY IN BARN & NEST,34.51,49,9,9,3.83
20827,GOLD APERITIF GLASS,34.32,88,2,1,17.16
22407,MONEY BOX FIRST AID DESIGN,34.32,43,10,9,3.43
84251G,"GREETING CARD, OVERCROWDED POOL.",34.2,180,15,15,2.28
84922,PINK BUTTERFLY WASHBAG,34.0,8,5,5,6.8
90018B,GOLD M.O.P ORBIT DROP EARRINGS,34.0,8,5,5,6.8
90024B,NEW BAROQUE B'FLY NECKLACE RED,34.0,4,2,2,17.0
90023,FILIGREE DIAMANTE EARRINGS,34.0,8,4,2,8.5
81950B,FLOWER BLUE CLOCK WITH SUCKER,33.93,117,8,8,4.24
